Год отчета,ID Студента,ФИО студента,Факультет,Курс,Статус,Год зачисления,Предмет,Оценка,ФИО преподавателя
2027,f9b97273,Жуков Никодим Захарьевич,Юридический факультет,1,Обучается,2027,Криминалистика,5,Колесникова Александра Феликсовна
2027,b10bf26f,Буров Антонин Бенедиктович,Юридический факультет,1,Обучается,2027,Гражданское право,4,Жуков Пимен Анисимович
2027,b10bf26f,Буров Антонин Бенедиктович,Юридический факультет,1,Обучается,2027,Уголовное право,3,Виноградова Кира Михайловна
2027,b10bf26f,Буров Антонин Бенедиктович,Юридический факультет,1,Обучается,2027,Криминалистика,4,Марфа Афанасьевна Захарова
2027,b10bf26f,Буров Антонин Бенедиктович,Юридический факультет,1,Обучается,2027,Теория государства и права,4,Максим Демидович Давыдов
2027,c3462978,Галина Никифоровна Медведева,Юридический факультет,1,Обучается,2027,Теория государства и права,3,Ангелина Захаровна Новикова
2027,c3462978,Галина Никифоровна Медведева,Юридический факультет,1,Обучается,2027,Гражданское право,2,Сидоров Корнил Глебович
2027,7d98f4a4,Марфа Вениаминовна Бурова,Экономический факультет,1,Обучается,2027,Микроэкономика,5,Жанна Матвеевна Авдеева
2027,7d98f4a4,Марфа Вениаминовна Бурова,Экономический факультет,1,Обучается,2027,Налоги,4,Вацлав Давыдович Савин
2027,7da6be1d,Любовь Кузьминична Дорофеева,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Карпова Оксана Мироновна
2027,7da6be1d,Любовь Кузьминична Дорофеева,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,5,Мартынова Прасковья Альбертовна
2027,2447def0,Авдей Эдгардович Кузнецов,Экономический факультет,1,Обучается,2027,Финансы,2,Михеев Светозар Устинович
2027,2447def0,Авдей Эдгардович Кузнецов,Экономический факультет,1,Обучается,2027,Налоги,5,Карпова Оксана Мироновна
2027,2447def0,Авдей Эдгардович Кузнецов,Экономический факультет,1,Обучается,2027,Бухгалтерский учет,5,Рожков Януарий Игоревич
2027,2447def0,Авдей Эдгардович Кузнецов,Экономический факультет,1,Обучается,2027,Макроэкономика,5,Мартынова Прасковья Альбертовна
2027,2447def0,Авдей Эдгардович Кузнецов,Экономический факультет,1,Обучается,2027,Микроэкономика,3,Антонова Варвара Алексеевна
2027,4499cd3e,Виктория Михайловна Некрасова,Медицинский факультет,1,Обучается,2027,Анатомия,5,Белозерова Василиса Геннадиевна
2027,4499cd3e,Виктория Михайловна Некрасова,Медицинский факультет,1,Обучается,2027,Фармакология,5,Ангелина Харитоновна Боброва
2027,20a03ee3,Жуков Митофан Тихонович,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,4,Зуева Анастасия Ефимовна
2027,20a03ee3,Жуков Митофан Тихонович,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,3,Евфросиния Оскаровна Игнатова
2027,20a03ee3,Жуков Митофан Тихонович,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,3,Максим Демидович Давыдов
2027,4e6f75c6,Иванов Аполлон Фролович,Факультет информационных технологий,1,Обучается,2027,Базы данных,4,Марфа Афанасьевна Захарова
2027,4e6f75c6,Иванов Аполлон Фролович,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,4,Олег Захарьевич Григорьев
2027,4e6f75c6,Иванов Аполлон Фролович,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,5,Колесникова Александра Феликсовна
2027,4e6f75c6,Иванов Аполлон Фролович,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,5,Марфа Афанасьевна Захарова
2027,4e6f75c6,Иванов Аполлон Фролович,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,3,Белозерова Василиса Геннадиевна
2027,289c65ec,Януарий Данилович Егоров,Экономический факультет,1,Обучается,2027,Финансы,4,София Святославовна Горшкова
2027,289c65ec,Януарий Данилович Егоров,Экономический факультет,1,Обучается,2027,Микроэкономика,3,София Святославовна Горшкова
2027,289c65ec,Януарий Данилович Егоров,Экономический факультет,1,Обучается,2027,Бухгалтерский учет,3,София Святославовна Горшкова
2027,4c4761f9,Кириллова Евпраксия Дмитриевна,Медицинский факультет,1,Обучается,2027,Латинский язык,3,Соколова Агата Леонидовна
2027,4c4761f9,Кириллова Евпраксия Дмитриевна,Медицинский факультет,1,Обучается,2027,Биохимия,3,Татьяна Богдановна Якушева
2027,4c4761f9,Кириллова Евпраксия Дмитриевна,Медицинский факультет,1,Обучается,2027,Анатомия,4,Максим Демидович Давыдов
2027,ae995056,Шестаков Прохор Феофанович,Медицинский факультет,1,Обучается,2027,Фармакология,4,Ефимова Регина Руслановна
2027,ae995056,Шестаков Прохор Феофанович,Медицинский факультет,1,Обучается,2027,Анатомия,5,Белозерова Василиса Геннадиевна
2027,d211a56a,Антонина Захаровна Галкина,Экономический факультет,1,Обучается,2027,Макроэкономика,3,Зуева Анастасия Ефимовна
2027,d211a56a,Антонина Захаровна Галкина,Экономический факультет,1,Обучается,2027,Налоги,4,Агата Викторовна Гусева
2027,d211a56a,Антонина Захаровна Галкина,Экономический факультет,1,Обучается,2027,Финансы,3,Аполлон Геннадиевич Лапин
2027,d211a56a,Антонина Захаровна Галкина,Экономический факультет,1,Обучается,2027,Микроэкономика,5,Светлана Аркадьевна Степанова
2027,64876778,Фомин Сила Антонович,Медицинский факультет,1,Обучается,2027,Биохимия,4,Олег Захарьевич Григорьев
2027,64876778,Фомин Сила Антонович,Медицинский факультет,1,Обучается,2027,Хирургия,3,Акулина Мироновна Гурьева
2027,73aa4fef,Смирнов Любомир Иосифович,Экономический факультет,1,Обучается,2027,Бухгалтерский учет,2,Марфа Афанасьевна Захарова
2027,73aa4fef,Смирнов Любомир Иосифович,Экономический факультет,1,Обучается,2027,Микроэкономика,4,Кудряшова Анна Валентиновна
2027,73aa4fef,Смирнов Любомир Иосифович,Экономический факультет,1,Обучается,2027,Налоги,4,Афанасьева Дарья Рубеновна
2027,73aa4fef,Смирнов Любомир Иосифович,Экономический факультет,1,Обучается,2027,Макроэкономика,2,Карпова Оксана Мироновна
2027,5cee43da,Дементьев Ермолай Федосьевич,Медицинский факультет,1,Обучается,2027,Хирургия,2,Ангелина Захаровна Новикова
2027,5cee43da,Дементьев Ермолай Федосьевич,Медицинский факультет,1,Обучается,2027,Анатомия,3,Жанна Матвеевна Авдеева
2027,5cee43da,Дементьев Ермолай Федосьевич,Медицинский факультет,1,Обучается,2027,Фармакология,5,Поляков Модест Эдгарович
2027,a65e868c,Макаров Андрон Фролович,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,5,Карпова Оксана Мироновна
2027,a65e868c,Макаров Андрон Фролович,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,3,Всеслав Терентьевич Пахомов
2027,a65e868c,Макаров Андрон Фролович,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,4,Рожков Януарий Игоревич
2027,a65e868c,Макаров Андрон Фролович,Факультет информационных технологий,1,Обучается,2027,Базы данных,2,Октябрина Валериевна Дмитриева
2027,9cf6e3c4,Агап Ануфриевич Веселов,Экономический факультет,1,Обучается,2027,Налоги,4,Марфа Афанасьевна Захарова
2027,9cf6e3c4,Агап Ануфриевич Веселов,Экономический факультет,1,Обучается,2027,Бухгалтерский учет,4,Рожков Януарий Игоревич
2027,9cf6e3c4,Агап Ануфриевич Веселов,Экономический факультет,1,Обучается,2027,Макроэкономика,3,Ангелина Харитоновна Боброва
2027,9cf6e3c4,Агап Ануфриевич Веселов,Экономический факультет,1,Обучается,2027,Микроэкономика,4,Титова Татьяна Филипповна
2027,9cf6e3c4,Агап Ануфриевич Веселов,Экономический факультет,1,Обучается,2027,Финансы,4,Муравьева Ия Геннадьевна
2027,9447b58d,Фирс Арсеньевич Мельников,Медицинский факультет,1,Обучается,2027,Латинский язык,2,Октябрина Валериевна Дмитриева
2027,9447b58d,Фирс Арсеньевич Мельников,Медицинский факультет,1,Обучается,2027,Биохимия,4,Марфа Афанасьевна Захарова
2027,9447b58d,Фирс Арсеньевич Мельников,Медицинский факультет,1,Обучается,2027,Анатомия,4,Титова Татьяна Филипповна
2027,9447b58d,Фирс Арсеньевич Мельников,Медицинский факультет,1,Обучается,2027,Хирургия,4,Михеев Светозар Устинович
2027,9447b58d,Фирс Арсеньевич Мельников,Медицинский факультет,1,Обучается,2027,Фармакология,3,Кузнецова Елена Ильинична
2027,3da55c49,Акулина Болеславовна Якушева,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,3,София Святославовна Горшкова
2027,3da55c49,Акулина Болеславовна Якушева,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,3,Кир Васильевич Кулагин
2027,3da55c49,Акулина Болеславовна Якушева,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Титова Татьяна Филипповна
2027,d5ecb984,Ирина Андреевна Волкова,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,5,Максим Демидович Давыдов
2027,d5ecb984,Ирина Андреевна Волкова,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,3,Евфросиния Оскаровна Игнатова
2027,d5ecb984,Ирина Андреевна Волкова,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,4,Жуков Пимен Анисимович
2027,3b47e255,Ростислав Антонович Гаврилов,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,4,Рожков Януарий Игоревич
2027,3b47e255,Ростислав Антонович Гаврилов,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,4,Панкратий Валерьевич Кудряшов
2027,3b47e255,Ростислав Антонович Гаврилов,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,5,Титова Татьяна Филипповна
2027,3b47e255,Ростислав Антонович Гаврилов,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,5,Любомир Игнатьевич Беспалов
2027,e213306e,Савин Фома Демидович,Медицинский факультет,1,Обучается,2027,Фармакология,4,Зуева Анастасия Ефимовна
2027,e213306e,Савин Фома Демидович,Медицинский факультет,1,Обучается,2027,Латинский язык,5,Евфросиния Оскаровна Игнатова
2027,e213306e,Савин Фома Демидович,Медицинский факультет,1,Обучается,2027,Биохимия,4,София Павловна Сорокина
2027,63c44826,Еремей Ануфриевич Кузнецов,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Татьяна Богдановна Якушева
2027,63c44826,Еремей Ануфриевич Кузнецов,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,5,Октябрина Валериевна Дмитриева
2027,63c44826,Еремей Ануфриевич Кузнецов,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,4,Октябрина Валериевна Дмитриева
2027,70184fda,Борис Александрович Лукин,Юридический факультет,1,Обучается,2027,Гражданское право,4,Жанна Матвеевна Авдеева
2027,70184fda,Борис Александрович Лукин,Юридический факультет,1,Обучается,2027,Криминалистика,4,Карпова Оксана Мироновна
2027,70184fda,Борис Александрович Лукин,Юридический факультет,1,Обучается,2027,Теория государства и права,4,Михеев Светозар Устинович
2027,d1263f71,Акулина Яковлевна Горбунова,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,4,Максим Демидович Давыдов
2027,d1263f71,Акулина Яковлевна Горбунова,Факультет информационных технологий,1,Обучается,2027,Базы данных,4,Ефимова Регина Руслановна
2027,d1263f71,Акулина Яковлевна Горбунова,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,4,Агата Викторовна Гусева
2027,6b5c5d50,тов. Зуева Анжелика Антоновна,Медицинский факультет,1,Обучается,2027,Латинский язык,3,Панкратий Валерьевич Кудряшов
2027,6b5c5d50,тов. Зуева Анжелика Антоновна,Медицинский факультет,1,Обучается,2027,Хирургия,5,Емельян Григорьевич Костин
2027,6b5c5d50,тов. Зуева Анжелика Антоновна,Медицинский факультет,1,Обучается,2027,Фармакология,3,Сидоров Корнил Глебович
2027,5c711aa7,Карпова Алла Вадимовна,Экономический факультет,1,Обучается,2027,Бухгалтерский учет,5,Максим Демидович Давыдов
2027,5c711aa7,Карпова Алла Вадимовна,Экономический факультет,1,Обучается,2027,Макроэкономика,3,Ефимова Регина Руслановна
2027,5c711aa7,Карпова Алла Вадимовна,Экономический факультет,1,Обучается,2027,Микроэкономика,5,Вацлав Давыдович Савин
2027,e09eecdb,Дементий Вячеславович Казаков,Юридический факультет,1,Обучается,2027,Теория государства и права,5,Кудряшова Анна Валентиновна
2027,e09eecdb,Дементий Вячеславович Казаков,Юридический факультет,1,Обучается,2027,Гражданское право,5,Антонова Варвара Алексеевна
2027,fb424139,Людмила Антоновна Молчанова,Юридический факультет,1,Обучается,2027,Теория государства и права,4,Антонова Варвара Алексеевна
2027,fb424139,Людмила Антоновна Молчанова,Юридический факультет,1,Обучается,2027,Уголовное право,5,Евфросиния Оскаровна Игнатова
2027,fb424139,Людмила Антоновна Молчанова,Юридический факультет,1,Обучается,2027,Криминалистика,5,Алина Геннадьевна Шилова
2027,f0755c51,Маргарита Андреевна Гордеева,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,3,Марфа Афанасьевна Захарова
2027,f0755c51,Маргарита Андреевна Гордеева,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Жанна Матвеевна Авдеева
2027,6daae3b7,Тихон Филимонович Ларионов,Факультет информационных технологий,1,Обучается,2027,Базы данных,3,Ангелина Харитоновна Боброва
2027,6daae3b7,Тихон Филимонович Ларионов,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,4,Ангелина Захаровна Новикова
2027,6daae3b7,Тихон Филимонович Ларионов,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,2,Виноградова Кира Михайловна
2027,6daae3b7,Тихон Филимонович Ларионов,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,3,Кузнецова Елена Ильинична
2027,f95c5754,Акулина Федоровна Комиссарова,Экономический факультет,1,Обучается,2027,Макроэкономика,3,Октябрина Валериевна Дмитриева
2027,f95c5754,Акулина Федоровна Комиссарова,Экономический факультет,1,Обучается,2027,Налоги,3,Емельян Григорьевич Костин
2027,ad7c9f8f,Мокей Иосифович Костин,Медицинский факультет,1,Обучается,2027,Анатомия,5,Ангелина Захаровна Новикова
2027,ad7c9f8f,Мокей Иосифович Костин,Медицинский факультет,1,Обучается,2027,Биохимия,3,Кузнецова Елена Ильинична
2027,ad7c9f8f,Мокей Иосифович Костин,Медицинский факультет,1,Обучается,2027,Латинский язык,4,Октябрина Валериевна Дмитриева
2027,ad7c9f8f,Мокей Иосифович Костин,Медицинский факультет,1,Обучается,2027,Фармакология,3,Кузнецова Елена Ильинична
2027,370d432d,Капустина Анжела Станиславовна,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,2,Рожков Януарий Игоревич
2027,370d432d,Капустина Анжела Станиславовна,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Соколова Агата Леонидовна
2027,370d432d,Капустина Анжела Станиславовна,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,2,Сидоров Корнил Глебович
2027,370d432d,Капустина Анжела Станиславовна,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,5,Вацлав Давыдович Савин
2027,370d432d,Капустина Анжела Станиславовна,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,5,Дмитриева Жанна Оскаровна
2027,7a3c2424,Ия Петровна Панфилова,Медицинский факультет,1,Обучается,2027,Латинский язык,3,Кир Васильевич Кулагин
2027,7a3c2424,Ия Петровна Панфилова,Медицинский факультет,1,Обучается,2027,Фармакология,5,Колесникова Александра Феликсовна
2027,7a3c2424,Ия Петровна Панфилова,Медицинский факультет,1,Обучается,2027,Анатомия,5,Максим Демидович Давыдов
2027,f5a8cc76,Денисова Евпраксия Эльдаровна,Медицинский факультет,1,Обучается,2027,Хирургия,3,Всеслав Терентьевич Пахомов
2027,f5a8cc76,Денисова Евпраксия Эльдаровна,Медицинский факультет,1,Обучается,2027,Анатомия,4,Колесникова Александра Феликсовна
2027,f5a8cc76,Денисова Евпраксия Эльдаровна,Медицинский факультет,1,Обучается,2027,Фармакология,4,Рожков Януарий Игоревич
2027,f5a8cc76,Денисова Евпраксия Эльдаровна,Медицинский факультет,1,Обучается,2027,Латинский язык,4,Кудряшова Анна Валентиновна
2027,423a8ff7,Зыков Аполлинарий Ермолаевич,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,4,Рожков Януарий Игоревич
2027,423a8ff7,Зыков Аполлинарий Ермолаевич,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,5,Поляков Модест Эдгарович
2027,423a8ff7,Зыков Аполлинарий Ермолаевич,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,3,Кир Васильевич Кулагин
2027,423a8ff7,Зыков Аполлинарий Ермолаевич,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Светлана Аркадьевна Степанова
2027,423a8ff7,Зыков Аполлинарий Ермолаевич,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,5,Титова Татьяна Филипповна
2027,c292fb8a,Сидорова Майя Богдановна,Юридический факультет,1,Обучается,2027,Уголовное право,5,Зуева Анастасия Ефимовна
2027,c292fb8a,Сидорова Майя Богдановна,Юридический факультет,1,Обучается,2027,Теория государства и права,3,Агата Викторовна Гусева
2027,c292fb8a,Сидорова Майя Богдановна,Юридический факультет,1,Обучается,2027,Гражданское право,2,Рожков Януарий Игоревич
2027,c292fb8a,Сидорова Майя Богдановна,Юридический факультет,1,Обучается,2027,Криминалистика,4,София Павловна Сорокина
2027,bf95fd3a,Никитина Фаина Богдановна,Медицинский факультет,1,Обучается,2027,Хирургия,3,Колесникова Александра Феликсовна
2027,bf95fd3a,Никитина Фаина Богдановна,Медицинский факультет,1,Обучается,2027,Анатомия,2,Алина Геннадьевна Шилова
2027,bf95fd3a,Никитина Фаина Богдановна,Медицинский факультет,1,Обучается,2027,Латинский язык,4,Муравьева Ия Геннадьевна
2027,bf95fd3a,Никитина Фаина Богдановна,Медицинский факультет,1,Обучается,2027,Фармакология,4,София Святославовна Горшкова
2027,bf95fd3a,Никитина Фаина Богдановна,Медицинский факультет,1,Обучается,2027,Биохимия,4,Поляков Модест Эдгарович
2027,f46f93bb,Якуб Жанович Беляков,Медицинский факультет,1,Обучается,2027,Хирургия,5,Ия Николаевна Белозерова
2027,f46f93bb,Якуб Жанович Беляков,Медицинский факультет,1,Обучается,2027,Биохимия,4,Виноградова Кира Михайловна
2027,f46f93bb,Якуб Жанович Беляков,Медицинский факультет,1,Обучается,2027,Латинский язык,3,Поляков Модест Эдгарович
2027,8c8ecf45,Киселев Рубен Гаврилович,Экономический факультет,1,Обучается,2027,Налоги,4,Михеев Светозар Устинович
2027,8c8ecf45,Киселев Рубен Гаврилович,Экономический факультет,1,Обучается,2027,Макроэкономика,2,Афанасьева Дарья Рубеновна
2027,8c8ecf45,Киселев Рубен Гаврилович,Экономический факультет,1,Обучается,2027,Микроэкономика,4,Акулина Мироновна Гурьева
2027,8c8ecf45,Киселев Рубен Гаврилович,Экономический факультет,1,Обучается,2027,Финансы,5,Жанна Матвеевна Авдеева
2027,efa09851,Красильникова Наталья Николаевна,Юридический факультет,1,Обучается,2027,Теория государства и права,3,Колесникова Александра Феликсовна
2027,efa09851,Красильникова Наталья Николаевна,Юридический факультет,1,Обучается,2027,Уголовное право,5,Олег Захарьевич Григорьев
2027,efa09851,Красильникова Наталья Николаевна,Юридический факультет,1,Обучается,2027,Криминалистика,4,Белозерова Василиса Геннадиевна
2027,efa09851,Красильникова Наталья Николаевна,Юридический факультет,1,Обучается,2027,Гражданское право,5,Кудряшова Анна Валентиновна
2027,cd211957,Вера Ильинична Герасимова,Медицинский факультет,1,Обучается,2027,Биохимия,4,Мартынова Прасковья Альбертовна
2027,cd211957,Вера Ильинична Герасимова,Медицинский факультет,1,Обучается,2027,Латинский язык,2,Марфа Афанасьевна Захарова
2027,cd211957,Вера Ильинична Герасимова,Медицинский факультет,1,Обучается,2027,Хирургия,5,Афанасьева Дарья Рубеновна
2027,cd211957,Вера Ильинична Герасимова,Медицинский факультет,1,Обучается,2027,Фармакология,5,Жанна Матвеевна Авдеева
2027,a7c676bf,Демьян Архипович Шаров,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,4,Евфросиния Оскаровна Игнатова
2027,a7c676bf,Демьян Архипович Шаров,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,5,Татьяна Богдановна Якушева
2027,a7c676bf,Демьян Архипович Шаров,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,5,Виноградова Кира Михайловна
2027,a7c676bf,Демьян Архипович Шаров,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,3,Ангелина Захаровна Новикова
2027,a7c676bf,Демьян Архипович Шаров,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Панкратий Валерьевич Кудряшов
2027,8571628b,Рубен Герасимович Гущин,Медицинский факультет,1,Обучается,2027,Биохимия,3,Сидоров Корнил Глебович
2027,8571628b,Рубен Герасимович Гущин,Медицинский факультет,1,Обучается,2027,Латинский язык,4,Марфа Афанасьевна Захарова
2027,8571628b,Рубен Герасимович Гущин,Медицинский факультет,1,Обучается,2027,Фармакология,4,Мартынова Прасковья Альбертовна
2027,8571628b,Рубен Герасимович Гущин,Медицинский факультет,1,Обучается,2027,Хирургия,5,Жуков Пимен Анисимович
2027,8571628b,Рубен Герасимович Гущин,Медицинский факультет,1,Обучается,2027,Анатомия,3,Максим Демидович Давыдов
2027,1695d258,Федот Фёдорович Суханов,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,3,Ангелина Захаровна Новикова
2027,1695d258,Федот Фёдорович Суханов,Факультет информационных технологий,1,Обучается,2027,Базы данных,4,Зуева Анастасия Ефимовна
2027,8cf2d84d,Святослав Георгиевич Алексеев,Медицинский факультет,1,Обучается,2027,Анатомия,5,Колесникова Александра Феликсовна
2027,8cf2d84d,Святослав Георгиевич Алексеев,Медицинский факультет,1,Обучается,2027,Латинский язык,5,Марфа Афанасьевна Захарова
2027,8cf2d84d,Святослав Георгиевич Алексеев,Медицинский факультет,1,Обучается,2027,Биохимия,5,Светлана Аркадьевна Степанова
2027,8cf2d84d,Святослав Георгиевич Алексеев,Медицинский факультет,1,Обучается,2027,Хирургия,2,Олег Захарьевич Григорьев
2027,46e21dc9,Филиппов Варфоломей Георгиевич,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,4,Поляков Модест Эдгарович
2027,46e21dc9,Филиппов Варфоломей Георгиевич,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,5,Кудряшова Анна Валентиновна
2027,46e21dc9,Филиппов Варфоломей Георгиевич,Факультет информационных технологий,1,Обучается,2027,Базы данных,5,Соколова Агата Леонидовна
2027,46e21dc9,Филиппов Варфоломей Георгиевич,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,4,Емельян Григорьевич Костин
2027,bf9e3486,Евпраксия Михайловна Ситникова,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,5,Кудряшова Анна Валентиновна
2027,bf9e3486,Евпраксия Михайловна Ситникова,Факультет информационных технологий,1,Обучается,2027,Базы данных,4,Акулина Мироновна Гурьева
2027,217b2e00,Анастасия Афанасьевна Денисова,Юридический факультет,1,Обучается,2027,Криминалистика,5,Сидоров Корнил Глебович
2027,217b2e00,Анастасия Афанасьевна Денисова,Юридический факультет,1,Обучается,2027,Уголовное право,5,Ангелина Харитоновна Боброва
2027,217b2e00,Анастасия Афанасьевна Денисова,Юридический факультет,1,Обучается,2027,Гражданское право,5,Олег Захарьевич Григорьев
2027,217b2e00,Анастасия Афанасьевна Денисова,Юридический факультет,1,Обучается,2027,Теория государства и права,4,София Павловна Сорокина
2027,081c4789,Колесникова Зинаида Артемовна,Медицинский факультет,1,Обучается,2027,Фармакология,5,Марфа Афанасьевна Захарова
2027,081c4789,Колесникова Зинаида Артемовна,Медицинский факультет,1,Обучается,2027,Биохимия,5,Октябрина Валериевна Дмитриева
2027,081c4789,Колесникова Зинаида Артемовна,Медицинский факультет,1,Обучается,2027,Анатомия,4,Дмитриева Жанна Оскаровна
2027,081c4789,Колесникова Зинаида Артемовна,Медицинский факультет,1,Обучается,2027,Латинский язык,4,Михеев Светозар Устинович
2027,a137ac33,Лариса Ивановна Сысоева,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,4,Вацлав Давыдович Савин
2027,a137ac33,Лариса Ивановна Сысоева,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,4,Любомир Игнатьевич Беспалов
2027,a137ac33,Лариса Ивановна Сысоева,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,4,Акулина Мироновна Гурьева
2027,a137ac33,Лариса Ивановна Сысоева,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,2,Аполлон Геннадиевич Лапин
2027,a137ac33,Лариса Ивановна Сысоева,Факультет информационных технологий,1,Обучается,2027,Базы данных,3,Колесникова Александра Феликсовна
2027,10c49c7f,Трофим Демидович Горбунов,Факультет информационных технологий,1,Обучается,2027,Базы данных,2,Вацлав Давыдович Савин
2027,10c49c7f,Трофим Демидович Горбунов,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,4,Ефимова Регина Руслановна
2027,10c49c7f,Трофим Демидович Горбунов,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,5,Аполлон Геннадиевич Лапин
2027,32ac07cf,Наркис Валерьянович Михеев,Факультет информационных технологий,1,Обучается,2027,Машинное обучение,4,Агата Викторовна Гусева
2027,32ac07cf,Наркис Валерьянович Михеев,Факультет информационных технологий,1,Обучается,2027,Разработка на Go,5,София Павловна Сорокина
2027,32ac07cf,Наркис Валерьянович Михеев,Факультет информационных технологий,1,Обучается,2027,Архитектура ЭВМ,4,Сидоров Корнил Глебович
2027,32ac07cf,Наркис Валерьянович Михеев,Факультет информационных технологий,1,Обучается,2027,Базы данных,4,Ангелина Харитоновна Боброва
2027,32ac07cf,Наркис Валерьянович Михеев,Факультет информационных технологий,1,Обучается,2027,Алгоритмы и структуры данных,5,Сидоров Корнил Глебович
2027,16f88efd,Хохлов Андрон Ильич,Юридический факультет,1,Обучается,2027,Уголовное право,5,Михеев Светозар Устинович
2027,16f88efd,Хохлов Андрон Ильич,Юридический факультет,1,Обучается,2027,Теория государства и права,3,Рожков Януарий Игоревич
2027,ce1f1214,Аксенова Раиса Анатольевна,Юридический факультет,1,Обучается,2027,Уголовное право,3,Алина Геннадьевна Шилова
2027,ce1f1214,Аксенова Раиса Анатольевна,Юридический факультет,1,Обучается,2027,Криминалистика,5,Кузнецова Елена Ильинична
2027,ce1f1214,Аксенова Раиса Анатольевна,Юридический факультет,1,Обучается,2027,Гражданское право,4,Белозерова Василиса Геннадиевна
2027,ce1f1214,Аксенова Раиса Анатольевна,Юридический факультет,1,Обучается,2027,Теория государства и права,5,Марфа Афанасьевна Захарова
2027,d3998ea6,Татьяна Наумовна Аксенова,Медицинский факультет,1,Обучается,2027,Хирургия,3,Кузнецова Елена Ильинична
2027,d3998ea6,Татьяна Наумовна Аксенова,Медицинский факультет,1,Обучается,2027,Биохимия,4,Муравьева Ия Геннадьевна
2027,d3998ea6,Татьяна Наумовна Аксенова,Медицинский факультет,1,Обучается,2027,Латинский язык,2,Кузнецова Елена Ильинична
2027,d3998ea6,Татьяна Наумовна Аксенова,Медицинский факультет,1,Обучается,2027,Фармакология,3,Ангелина Захаровна Новикова
2027,d3998ea6,Татьяна Наумовна Аксенова,Медицинский факультет,1,Обучается,2027,Анатомия,5,София Святославовна Горшкова
2027,d3064eef,Васильева Майя Богдановна,Экономический факультет,1,Обучается,2027,Макроэкономика,4,Титова Татьяна Филипповна
