student_id,full name,enrollment_date,student_status,avg_score,graduation_year,faculty,source_system
STU000753,Иванов Егор Дмитриевич,2022,выпущен,3.80,2026,Лингвистика,LMS
STU000870,Соколов Дмитрий Михайловна,06/13/2020,отчислен,4.88,2025,Экономика,1C
STU000115,Соколов Мария Алексеевна  ,2022-03-15,выпущен,"3,25",2026,Менеджмент,1C
STU000782,Кузнецов Виктория Сергеевич,2020,выпущен,5.00,2025,Менеджмент,DeanOffice
STU001939,Иванов Алексей Сергеевич,10/25/2020,отчислен,4.80,2026,Менеджмент,DeanOffice
STU000639,Соколов Дарья Дмитриевич,09/15/2020,выпущен,4.34,2024,Юриспруденция,LMS
STU000630,Соколов Никита Сергеевич,2022,обучается,4.19,2027,Юриспруденция,1C
STU000724,Козлов Алина Павловна,2024-08-04,академ,3.23,2028,Математика,LMS
STU001507,Петров Дарья Алексеевна,2021,отчислен,4.13,2025,Лингвистика,DeanOffice
STU001749,Петров Виктория Дмитриевна,2021,отчислен,4.34,2027,Юриспруденция,DeanOffice
,Лебедев Иван Павлович  ,2023-09-22,выпущен,3.69,2028,Лингвистика,1C
STU001674,Попов Ольга Сергеевич,07.11.2024,ОТЧИСЛЕН,"4,18",2028,Математика,LMS
STU000981,Смирнов Дмитрий Дмитриевна,24.08.2022,обучается,"4,51",2026,Экономика,DeanOffice
STU000476,Иванов Михаил Павлович,2022,выпущен,3.00,2026,Физика,DeanOffice
STU001390,Попов Никита Михайлович,07.08.2022,graduated,3.73,2027,Информатика,1C
STU000493,Петров Мария Дмитриевич,23.02.2021,enrolled,4.97,2026,Математика,DeanOffice
STU001216,Смирнов Дарья Михайловна,02.12.2024,выпущен,4.31,2029,Информатика,LMS
STU001196,Кузнецов Михаил Сергеевич,2020,ВЫПУЩЕН,4.95,2025,Менеджмент,LMS
STU001908,Смирнов Иван Сергеевна  ,2023,Учится,"3,30",2029,Физика,DeanOffice
,Соколов Михаил Михайловна,08.01.2022,graduated,"4,30",2026,Менеджмент,DeanOffice
STU000793,Кузнецов Анна Дмитриевна,04.03.2022,отчислен,4.37,2028,Лингвистика,DeanOffice
STU002310,Соколов Виктория Алексеевич,2023-02-01,отчислен,"3,03",2028,Экономика,DeanOffice
STU000504,Петров Ольга Ивановна,01/21/2021,graduated,,2026,Юриспруденция,DeanOffice
STU000357,Петров Елена Павлович,2020,отчислен,5.00,2024,Экономика,1C
STU001824,Попов Анна Михайловна,2021-08-27,отчислен,4.52,2026,Юриспруденция,DeanOffice
,Соколов Дмитрий Михайловна,2020-05-27,выпущен,4.76,2025,Лингвистика,1C
STU001454,Петров Егор Иванович  ,2020-10-02,выпущен,"4,35",2024,Экономика,1C
,Лебедев Алексей Павловна,25.06.2023,выпущен,4.03,2027,Лингвистика,LMS
STU001902,Петров Дмитрий Ивановна,2022,ВЫПУЩЕН,4.08,2027,История,1C
STU001898,Смирнов Михаил Дмитриевна,19.04.2023,в академе,3.35,2028,Физика,LMS
STU000379,Лебедев Виктория Павловна  ,19.03.2020,enrolled,4.51,2026,Лингвистика,LMS
STU001301,Петров Никита Павловна,2020-05-14,отчислен,4.35,2024,Экономика,LMS
STU001470,Попов Виктория Дмитриевич,2024-10-19,ACTIVE,"3,94",2030,Информатика,1C
STU000648,Петров Виктория Павловна,07.06.2024,выпущен,4.93,2028,Менеджмент,1C
STU001363,Соколов Никита Дмитриевна  ,18.10.2022,отчислен,"4,22",2028,Математика,LMS
STU001636,Иванов Дмитрий Павловна,10.07.2024,suspended,3.30,2028,Математика,DeanOffice
STU001295,Петров Дарья Павлович  ,03.12.2020,ОБУЧАЕТСЯ,3.54,2025,Экономика,DeanOffice
STU000747,Соколов Дарья Сергеевна,2024,отчислен,"3,41",2029,История,DeanOffice
STU000576,Иванов Алина Дмитриевна,10/07/2021,в академе,"3,78",2027,Менеджмент,DeanOffice
STU001370,Лебедев Сергей Алексеевна,2020,SUSPENDED,3.94,2025,Математика,LMS
STU001572,Кузнецов Дарья Сергеевна  ,2023,отчислен,3.86,2029,История,1C
STU001063,Соколов Елена Дмитриевна,2020-10-21,suspended,,2025,Юриспруденция,LMS
STU000401,Козлов Михаил Сергеевна,04.07.2022,отчислен,4.12,2026,Математика,1C
STU000639,Соколов Дарья Дмитриевич,02/06/2020,graduated,"4,06",2024,Физика,DeanOffice
STU002352,Кузнецов Егор Сергеевна,2024-04-23,выпущен,3.62,2030,История,1C
STU001668,Попов Виктория Павлович,05.05.2024,выпущен,"4,12",2030,Экономика,LMS
STU001606,Иванов Иван Михайловна,2024-01-13,graduated,3.80,2030,Физика,1C
STU001280,Петров Ольга Сергеевна  ,2020-03-14,graduated,"3,42",2025,История,LMS
STU000609,Смирнов Сергей Ивановна  ,2021,graduated,4.51,2027,Юриспруденция,LMS
STU001233,Лебедев Алексей Иванович,2020-10-12,выпущен,3.87,2026,Юриспруденция,1C
STU000862,Соколов Иван Михайловна,2021-12-13,выпущен,4.66,2027,Информатика,DeanOffice
STU002209,Козлов Виктория Михайловна,23.08.2024,выпущен,,2029,Физика,DeanOffice
STU000310,Кузнецов Сергей Дмитриевич,2024,обучается,"4,95",2029,Экономика,LMS
STU000622,Попов Татьяна Алексеевич,01/19/2021,Учится,3.49,2025,Информатика,1C
STU001711,Петров Татьяна Михайлович  ,2021-02-28,ОТЧИСЛЕН,3.91,2027,Лингвистика,1C
STU000312,Лебедев Виктория Павловна,2024,АКАДЕМ,3.20,2029,Лингвистика,LMS
STU000648,Петров Виктория Павловна,2024,ОТЧИСЛЕН,"4,78",2028,Математика,DeanOffice
STU000586,Смирнов Ольга Алексеевна,10/17/2022,отчислен,3.08,2026,Математика,LMS
STU002389,Петров Павел Павлович,2023,выпущен,4.48,2028,Математика,1C
STU000864,Лебедев Михаил Сергеевич,09/06/2024,отчислен,3.33,2029,История,1C
STU001363,Соколов Никита Дмитриевна,02/25/2022,выпущен,"4,28",2028,Экономика,LMS
STU001525,Соколов Дмитрий Павловна,21.01.2024,отчислен,3.95,2030,История,DeanOffice
STU000398,Попов Ольга Сергеевич,2022-10-11,отчислен,"3,62",2027,Физика,LMS
STU001926,Козлов Егор Ивановна  ,2023-03-05,выпущен,4.37,2028,Экономика,DeanOffice
STU001300,Петров Анна Павловна,23.07.2023,ВЫПУЩЕН,3.78,2027,Лингвистика,1C
STU001926,Козлов Егор Ивановна,2023-02-25,отчислен,4.31,2028,Физика,DeanOffice
STU000895,Петров Михаил Ивановна  ,23.05.2023,выпущен,"4,45",2029,История,LMS
STU001855,Попов Павел Павловна,2020-02-23,академ,4.09,2025,История,LMS
STU001098,Лебедев Татьяна Дмитриевна,05.11.2020,академ,3.58,2025,Математика,LMS
,Петров Алексей Сергеевна,28.03.2021,выпущен,"4,32",2027,Менеджмент,1C
STU001566,Кузнецов Михаил Дмитриевна,2023,ОТЧИСЛЕН,3.93,2027,Экономика,1C
STU001935,Козлов Виктория Сергеевна,2024,ОБУЧАЕТСЯ,3.48,2028,Физика,LMS
STU000694,Лебедев Ольга Дмитриевич,2024,В АКАДЕМЕ,"4,68",2028,Юриспруденция,LMS
STU000611,Кузнецов Алина Сергеевич,01/05/2023,выпущен,4.27,2029,Юриспруденция,DeanOffice
STU001280,Петров Ольга Сергеевна,11/08/2020,выпущен,3.48,2025,Лингвистика,LMS
STU001546,Лебедев Елена Алексеевич,2021,выпущен,3.73,2026,Менеджмент,DeanOffice
STU001934,Попов Михаил Павловна,2023,graduated,4.68,2029,История,DeanOffice
STU000322,Смирнов Виктория Павлович,01.12.2021,выпущен,3.92,2027,Информатика,1C
STU000987,Иванов Дмитрий Алексеевна,03/22/2023,ВЫПУЩЕН,3.94,2029,Лингвистика,1C
STU000478,Козлов Татьяна Дмитриевич,2024,выпущен,3.25,2028,Экономика,DeanOffice
STU001220,Козлов Дмитрий Алексеевич,2022-09-09,выпущен,3.62,2028,Экономика,1C
STU001292,Петров Алексей Павловна  ,09/11/2023,выпущен,4.44,2029,Экономика,1C
STU000174,Соколов Дмитрий Ивановна,22.01.2024,ВЫПУЩЕН,"3,76",2029,Юриспруденция,LMS
STU001301,Петров Никита Павловна,22.10.2020,ВЫПУЩЕН,"4,39",2024,Лингвистика,1C
STU001063,Соколов Елена Дмитриевна,2020-02-11,обучается,4.70,2025,Экономика,DeanOffice
STU000624,Петров Егор Павлович  ,2024-08-10,обучается,"3,51",2029,Менеджмент,LMS
STU000408,Иванов Мария Павлович,09/06/2020,Учится,4.81,2025,Информатика,DeanOffice
STU001892,Козлов Виктория Алексеевна,2020,выпущен,3.60,2025,Математика,LMS
STU002087,Лебедев Татьяна Ивановна,04.07.2023,ОБУЧАЕТСЯ,3.73,2029,Информатика,DeanOffice
STU001762,Попов Иван Павловна,24.02.2024,graduated,3.72,2028,История,LMS
STU002023,Иванов Ольга Михайлович,05/08/2020,выпущен,2.85,2024,Менеджмент,LMS
STU001405,Козлов Виктория Павлович,17.07.2024,выпущен,3.75,2028,Физика,DeanOffice
STU002109,Попов Елена Ивановна,2022-11-18,ОТЧИСЛЕН,"3,80",2028,Менеджмент,1C
STU000519,Лебедев Дарья Павлович,11/24/2023,enrolled,"4,12",2029,Физика,DeanOffice
STU002222,Козлов Сергей Алексеевич,14.03.2023,выпущен,4.24,2028,История,LMS
STU001204,Кузнецов Алексей Ивановна,2023-07-21,отчислен,"3,35",2029,Математика,LMS
STU001674,Попов Ольга Сергеевич,08/14/2024,GRADUATED,4.81,2028,Юриспруденция,1C
STU001638,Попов Мария Иванович,11.08.2024,ВЫПУЩЕН,3.66,2029,Физика,1C
STU002392,Лебедев Татьяна Сергеевич,04/26/2022,отчислен,3.53,2028,Лингвистика,LMS
STU000862,Соколов Иван Михайловна,09/25/2021,выпущен,,2027,Информатика,DeanOffice
STU000420,Попов Дарья Алексеевна,2020-07-26,выпущен,3.33,2025,Математика,1C
STU000159,Иванов Павел Ивановна,21.09.2020,академ,4.69,2026,Лингвистика,DeanOffice
STU000149,Соколов Сергей Ивановна,2024-01-09,выпущен,"3,16",2028,Информатика,1C
STU001967,Соколов Егор Павлович,07/03/2022,выпущен,4.43,2028,Экономика,1C
STU001405,Козлов Виктория Павлович,2024,Учится,"3,27",2028,Лингвистика,DeanOffice
STU001546,Лебедев Елена Алексеевич  ,2021,выпущен,3.85,2026,Физика,LMS
STU000322,Смирнов Виктория Павлович,09/07/2021,выпущен,3.72,2027,Менеджмент,1C
STU001332,Попов Татьяна Дмитриевич  ,2023,graduated,4.09,2027,Математика,LMS
STU001289,Попов Анна Михайлович,2023-07-06,выпущен,4.39,2028,Менеджмент,1C
STU001558,Лебедев Дмитрий Сергеевна,2024-01-24,отчислен,4.29,2030,Информатика,LMS
STU001408,Соколов Михаил Сергеевич,2021-01-13,обучается,3.74,2027,Физика,1C
STU001226,Кузнецов Сергей Сергеевна,2024-02-16,отчислен,"3,35",2029,Лингвистика,DeanOffice
STU002172,Смирнов Дмитрий Павловна,2020-10-16,отчислен,4.35,2025,Юриспруденция,LMS
,Кузнецов Дмитрий Сергеевич,14.07.2023,выпущен,4.49,2028,Математика,DeanOffice
STU000650,Лебедев Елена Иванович,03/17/2020,выпущен,4.56,2024,Лингвистика,LMS
STU001019,Иванов Мария Павлович,2022-07-18,обучается,4.67,2028,Физика,DeanOffice
,Смирнов Дмитрий Дмитриевна  ,03/14/2022,отчислен,4.40,2026,Лингвистика,DeanOffice
,Лебедев Дмитрий Сергеевна,2024,выпущен,3.80,2028,Физика,LMS
STU000143,Попов Алексей Ивановна,17.03.2024,отчислен,4.58,2028,История,1C
STU002087,Лебедев Татьяна Ивановна  ,2023,graduated,3.33,2029,Менеджмент,1C
STU000988,Козлов Егор Павлович,02/22/2021,в академе,2.81,2025,Юриспруденция,DeanOffice
STU000187,Иванов Сергей Иванович,2022-10-28,ACTIVE,"3,36",2026,Физика,1C
STU001168,Попов Егор Алексеевна,17.09.2021,выпущен,"4,12",2025,Юриспруденция,LMS
STU001869,Козлов Виктория Алексеевна,02/17/2023,enrolled,5.00,2029,Математика,1C
STU001939,Иванов Алексей Сергеевич,01/14/2020,отчислен,"4,39",2026,Информатика,1C
STU000842,Петров Дарья Ивановна,2020,выпущен,"4,42",2025,История,LMS
STU000675,Петров Павел Алексеевич,04.07.2022,В АКАДЕМЕ,4.43,2026,Математика,DeanOffice
STU000905,Иванов Татьяна Михайлович,2023,ВЫПУЩЕН,"3,39",2027,Экономика,DeanOffice
STU000187,Иванов Сергей Иванович,16.08.2022,выпущен,"3,44",2026,Менеджмент,LMS
STU000967,Козлов Сергей Михайлович,2024-12-22,ВЫПУЩЕН,3.70,2029,Информатика,DeanOffice
STU000005,Попов Татьяна Павловна,10/13/2020,выпущен,4.38,2024,Информатика,DeanOffice
STU000156,Попов Егор Сергеевич,08.10.2024,выпущен,4.04,2030,История,1C
STU002175,Соколов Мария Михайлович,2021,ОТЧИСЛЕН,"4,27",2025,Юриспруденция,LMS
STU001894,Соколов Ольга Михайлович,02/25/2022,отчислен,"3,72",2028,Менеджмент,LMS
STU002079,Кузнецов Михаил Сергеевна  ,2020-03-21,отчислен,4.40,2026,Экономика,DeanOffice
STU000211,Попов Дмитрий Алексеевна,2023-10-04,выпущен,3.78,2028,История,1C
,Иванов Никита Павловна,2020-11-17,выпущен,3.51,2025,Лингвистика,DeanOffice
STU000415,Петров Дмитрий Михайлович,07/12/2024,ACTIVE,"4,08",2029,Информатика,LMS
STU000915,Лебедев Елена Сергеевич,2024-07-08,выпущен,"3,40",2030,Лингвистика,1C
,Иванов Алина Алексеевич,2020,Учится,"3,94",2026,Менеджмент,1C
STU002397,Смирнов Михаил Павловна  ,28.02.2021,выпущен,,2027,Экономика,DeanOffice
STU001930,Попов Мария Ивановна  ,28.03.2023,выпущен,"4,42",2027,История,1C
STU000670,Смирнов Михаил Сергеевна,01.11.2023,академ,3.76,2028,История,LMS
STU000348,Иванов Алина Михайлович,24.10.2023,ВЫПУЩЕН,,2027,Лингвистика,DeanOffice
STU002297,Козлов Сергей Михайловна,10.05.2022,ВЫПУЩЕН,2.94,2028,Математика,DeanOffice
STU002155,Козлов Егор Дмитриевна,2021-06-12,SUSPENDED,,2025,Юриспруденция,1C
STU001097,Попов Павел Михайлович,2022-07-11,обучается,"3,54",2027,Менеджмент,LMS
STU001258,Попов Татьяна Алексеевич,2020,в академе,4.09,2026,Физика,LMS
STU001330,Петров Алина Михайловна,2021,graduated,"4,60",2026,История,LMS
STU001673,Кузнецов Егор Иванович,17.08.2024,отчислен,,2030,История,DeanOffice
STU000605,Попов Никита Михайлович,15.02.2022,отчислен,3.52,2026,Юриспруденция,1C
STU000245,Соколов Сергей Иванович,2020,выпущен,4.51,2025,Математика,DeanOffice
STU001719,Козлов Мария Михайловна,2023-10-14,выпущен,,2029,Юриспруденция,DeanOffice
STU001691,Иванов Елена Михайлович,10/27/2021,отчислен,4.23,2027,Юриспруденция,DeanOffice
STU002060,Козлов Виктория Павловна,03/25/2024,АКАДЕМ,"4,42",2028,Менеджмент,1C
STU001406,Попов Дарья Павловна,2023,ВЫПУЩЕН,,2028,Экономика,LMS
STU000345,Соколов Иван Сергеевич,2023,GRADUATED,4.18,2029,История,LMS
STU000921,Соколов Елена Алексеевна,12/19/2024,отчислен,4.22,2028,Лингвистика,DeanOffice
STU002046,Смирнов Татьяна Ивановна,2022,выпущен,3.68,2027,Физика,DeanOffice
STU002303,Смирнов Анна Алексеевич,2024,ВЫПУЩЕН,3.13,2030,История,LMS
STU001331,Лебедев Сергей Алексеевна,2024-01-22,ОТЧИСЛЕН,4.79,2030,Математика,1C
STU000357,Петров Елена Павлович,2020,suspended,"4,72",2024,Лингвистика,LMS
STU001898,Смирнов Михаил Дмитриевна,03/19/2023,отчислен,3.40,2028,История,1C
STU001121,Лебедев Павел Дмитриевна  ,2024-08-17,ОТЧИСЛЕН,"3,54",2029,История,1C
STU001768,Соколов Алина Сергеевна,2023,отчислен,4.70,2027,Менеджмент,LMS
STU000505,Кузнецов Мария Алексеевна,22.09.2023,выпущен,3.91,2029,Юриспруденция,DeanOffice
STU001764,Иванов Алина Михайловна,2020-11-21,ВЫПУЩЕН,3.09,2026,История,LMS
STU000696,Попов Алина Ивановна,2021,выпущен,3.70,2027,Юриспруденция,1C
,Петров Иван Алексеевна,2024-12-26,graduated,4.65,2028,Лингвистика,DeanOffice
STU001065,Попов Иван Сергеевич,2020,выпущен,,2024,Менеджмент,LMS
STU000685,Смирнов Анна Алексеевич,2024-10-23,ОТЧИСЛЕН,4.25,2028,Физика,1C
STU002048,Козлов Павел Сергеевна,17.12.2020,выпущен,,2025,Юриспруденция,LMS
,Смирнов Елена Иванович,2021-07-08,выпущен,3.19,2025,Лингвистика,LMS
STU000580,Лебедев Дмитрий Ивановна,07.02.2020,ВЫПУЩЕН,3.09,2025,История,DeanOffice
STU000020,Смирнов Алина Алексеевич,2023-08-11,ВЫПУЩЕН,"3,99",2027,Информатика,LMS
STU000807,Соколов Алина Дмитриевич,2022,suspended,"4,59",2028,Математика,LMS
STU000444,Петров Дарья Сергеевна,07/10/2021,отчислен,4.19,2027,История,1C
STU000334,Иванов Егор Сергеевна,2021-10-16,академ,"3,48",2027,Экономика,1C
STU002025,Иванов Сергей Павлович,21.02.2023,отчислен,,2027,Юриспруденция,LMS
STU002224,Попов Алексей Дмитриевич,2024-07-25,выпущен,"3,69",2028,Математика,LMS
STU001654,Козлов Виктория Павлович,10/24/2022,enrolled,"4,04",2028,Экономика,1C
STU000143,Попов Алексей Ивановна,13.03.2024,выпущен,4.30,2028,Математика,DeanOffice
STU000201,Лебедев Егор Иванович,2022,enrolled,"4,21",2027,Лингвистика,1C
STU000483,Лебедев Алина Алексеевна,27.01.2021,обучается,"4,30",2027,Экономика,1C
STU000592,Кузнецов Виктория Павлович,06/10/2022,GRADUATED,,2028,Физика,DeanOffice
STU000713,Соколов Виктория Павлович,03/07/2022,выпущен,"3,40",2026,Математика,DeanOffice
STU001447,Козлов Дарья Дмитриевна,2024-06-05,выпущен,,2028,Лингвистика,DeanOffice
,Соколов Елена Иванович  ,10/11/2022,ВЫПУЩЕН,3.80,2026,Информатика,DeanOffice
STU000992,Петров Алексей Сергеевич,08.05.2024,выпущен,3.66,2028,Лингвистика,DeanOffice
STU002053,Смирнов Елена Иванович,2021,graduated,"3,78",2025,Математика,1C
STU001204,Кузнецов Алексей Ивановна,2023,выпущен,"3,58",2029,Информатика,DeanOffice
STU001821,Иванов Анна Дмитриевна,2023-04-17,выпущен,,2027,Физика,1C
STU000690,Козлов Ольга Иванович,2020,выпущен,4.13,2024,Математика,LMS
STU001635,Смирнов Ольга Дмитриевна,2022-03-21,выпущен,2.88,2026,Физика,DeanOffice
STU002396,Соколов Ольга Сергеевич,15.08.2023,выпущен,4.30,2027,Лингвистика,DeanOffice
STU000533,Лебедев Павел Алексеевич,2023-03-14,отчислен,"4,00",2028,Физика,DeanOffice
STU000351,Соколов Сергей Павловна,2020-08-20,GRADUATED,3.40,2024,История,LMS
STU000171,Соколов Алина Дмитриевич,08/12/2021,выпущен,,2026,Информатика,1C
STU002150,Попов Дарья Дмитриевна,03/08/2024,ОБУЧАЕТСЯ,"3,59",2029,Менеджмент,1C
,Иванов Виктория Павлович,02.08.2023,отчислен,"4,25",2029,История,1C
STU000685,Смирнов Анна Алексеевич,01.08.2024,отчислен,4.47,2028,Менеджмент,DeanOffice
STU001505,Козлов Мария Павлович,01/27/2024,ВЫПУЩЕН,3.25,2029,История,1C
STU002085,Соколов Татьяна Сергеевич,04.11.2024,graduated,4.56,2030,Информатика,1C
STU001101,Соколов Дарья Павлович,07/28/2022,выпущен,3.50,2028,Лингвистика,1C
STU000159,Иванов Павел Ивановна  ,2020,ВЫПУЩЕН,"4,81",2026,Лингвистика,LMS
STU000198,Кузнецов Павел Сергеевич,2021-04-22,выпущен,"3,62",2025,Лингвистика,DeanOffice
STU000447,Попов Мария Павловна,06.03.2020,выпущен,"3,88",2026,Юриспруденция,1C
STU001289,Попов Анна Михайлович,16.02.2023,В АКАДЕМЕ,4.43,2028,Физика,LMS
STU000098,Лебедев Михаил Дмитриевна,26.01.2020,Учится,3.93,2025,Математика,LMS
STU001410,Попов Мария Михайлович,2023-12-08,академ,"3,66",2027,Юриспруденция,DeanOffice
STU000864,Лебедев Михаил Сергеевич  ,01.02.2024,обучается,3.38,2029,Математика,LMS
STU002268,Кузнецов Сергей Дмитриевич,2022,выпущен,,2026,Физика,LMS
STU001670,Иванов Алина Сергеевна,2021-07-08,выпущен,3.29,2026,Информатика,LMS
STU000580,Лебедев Дмитрий Ивановна,18.05.2020,обучается,"3,14",2025,Менеджмент,1C
STU000650,Лебедев Елена Иванович,08.10.2020,выпущен,4.14,2024,Юриспруденция,1C
STU001898,Смирнов Михаил Дмитриевна,09/11/2023,академ,"3,67",2028,Лингвистика,LMS
STU001223,Петров Елена Сергеевич,15.01.2022,выпущен,4.82,2028,Экономика,DeanOffice
STU001029,Кузнецов Егор Сергеевич,2020-09-14,выпущен,4.72,2024,История,LMS
STU000259,Смирнов Егор Сергеевна,2023,ВЫПУЩЕН,"3,83",2028,Менеджмент,DeanOffice
STU002371,Попов Михаил Михайлович,2023-05-10,выпущен,4.24,2028,Юриспруденция,1C
STU000467,Петров Дарья Алексеевна,2021-03-27,выпущен,5.00,2026,История,1C
STU001165,Попов Мария Сергеевич,2022-01-10,отчислен,"3,27",2028,Экономика,DeanOffice
STU000328,Козлов Мария Алексеевич,2024-05-09,ОТЧИСЛЕН,,2028,Математика,LMS
STU001394,Кузнецов Егор Дмитриевич,2024,GRADUATED,4.18,2030,Юриспруденция,LMS
STU002022,Попов Егор Дмитриевич,01/09/2024,выпущен,4.02,2029,Информатика,LMS
STU002327,Иванов Алексей Михайловна,12.01.2023,выпущен,3.73,2027,Физика,1C
STU000204,Соколов Дмитрий Сергеевна,02/16/2024,Учится,4.30,2030,Информатика,LMS
STU000065,Лебедев Михаил Сергеевна,2022,академ,"4,29",2026,Информатика,DeanOffice
STU001302,Соколов Елена Алексеевна,2021,ОТЧИСЛЕН,"3,68",2025,Физика,LMS
STU001021,Лебедев Елена Сергеевна,06/20/2020,выпущен,3.15,2026,Информатика,DeanOffice
STU000416,Кузнецов Татьяна Михайлович,04/01/2020,отчислен,"2,95",2026,Юриспруденция,1C
STU000246,Лебедев Елена Сергеевна,11.08.2024,обучается,3.36,2028,Лингвистика,1C
STU001084,Кузнецов Михаил Павлович,23.12.2024,АКАДЕМ,"3,69",2030,Лингвистика,1C
STU001070,Петров Иван Алексеевна,2024,ВЫПУЩЕН,4.26,2028,История,LMS
STU000433,Лебедев Татьяна Сергеевна,2021,выпущен,3.56,2026,Физика,LMS
STU001245,Соколов Сергей Дмитриевна,07/03/2020,выпущен,"3,90",2026,Менеджмент,LMS
STU001770,Соколов Ольга Ивановна  ,04/06/2024,ОТЧИСЛЕН,"4,52",2029,Физика,DeanOffice
STU001530,Козлов Дмитрий Ивановна,2023-02-19,ВЫПУЩЕН,3.56,2027,Менеджмент,DeanOffice
STU001652,Смирнов Елена Ивановна,2020-05-03,отчислен,"4,73",2024,Физика,1C
STU001019,Иванов Мария Павлович,07/11/2022,выпущен,4.26,2028,История,DeanOffice
STU000576,Иванов Алина Дмитриевна,03/09/2021,выпущен,"4,32",2027,Экономика,LMS
STU002389,Петров Павел Павлович,01.12.2023,выпущен,"4,21",2028,История,LMS
STU000819,Петров Мария Алексеевна  ,04/26/2023,ВЫПУЩЕН,"4,91",2029,Лингвистика,LMS
STU000322,Смирнов Виктория Павлович,2021,ОТЧИСЛЕН,3.97,2027,Физика,DeanOffice
STU002032,Соколов Елена Сергеевич,2024-05-06,ОТЧИСЛЕН,2.87,2030,Менеджмент,DeanOffice
STU001289,Попов Анна Михайлович,2023,отчислен,4.39,2028,Экономика,DeanOffice
STU000928,Петров Анна Михайлович,2024-12-20,ACTIVE,4.27,2028,История,DeanOffice
STU000620,Козлов Ольга Павлович,2021-05-22,ВЫПУЩЕН,3.79,2027,Менеджмент,1C
STU001025,Петров Алексей Дмитриевич,07/17/2022,ВЫПУЩЕН,3.40,2026,Менеджмент,1C
STU001245,Соколов Сергей Дмитриевна,12/07/2020,отчислен,3.91,2026,Физика,1C
STU000903,Соколов Михаил Сергеевич,07/27/2021,отчислен,4.77,2026,Юриспруденция,LMS
STU001303,Петров Павел Павлович,2021-09-06,graduated,3.51,2025,Экономика,DeanOffice
STU001496,Иванов Анна Сергеевна,06/01/2021,выпущен,3.33,2026,История,LMS
STU001950,Иванов Иван Сергеевич,2022-04-22,Учится,"3,16",2026,Менеджмент,LMS
STU000234,Иванов Сергей Сергеевич,2022-11-22,выпущен,3.38,2027,Лингвистика,LMS
STU000620,Козлов Ольга Павлович,03/19/2021,отчислен,3.65,2027,Экономика,DeanOffice
STU001606,Иванов Иван Михайловна,2024,graduated,4.18,2030,Математика,DeanOffice
STU001855,Попов Павел Павловна,26.01.2020,выпущен,"3,50",2025,История,1C
STU000610,Соколов Виктория Дмитриевич,2024,выпущен,3.76,2030,Физика,DeanOffice
STU000690,Козлов Ольга Иванович,2020-04-13,выпущен,"4,24",2024,Юриспруденция,1C
,Попов Виктория Сергеевна,2020,выпущен,3.90,2025,Менеджмент,DeanOffice
STU001224,Соколов Ольга Алексеевна  ,2020,GRADUATED,"3,80",2025,Информатика,1C
STU000718,Соколов Иван Сергеевна  ,10/15/2020,отчислен,4.37,2025,Физика,LMS
STU000650,Лебедев Елена Иванович,04/11/2020,Учится,4.68,2024,Математика,LMS
STU001525,Соколов Дмитрий Павловна,2024-02-07,выпущен,"4,12",2030,Лингвистика,LMS
STU001895,Иванов Елена Михайлович,2024,выпущен,"3,09",2029,История,DeanOffice
STU000334,Иванов Егор Сергеевна,15.08.2021,ВЫПУЩЕН,"3,59",2027,Математика,DeanOffice
STU001813,Лебедев Алина Ивановна,21.02.2020,выпущен,,2026,Информатика,LMS
STU002125,Петров Иван Сергеевич,2023-03-25,выпущен,"3,04",2028,Физика,1C
STU000518,Соколов Павел Павловна,03/18/2020,ВЫПУЩЕН,3.80,2026,Математика,1C
STU002090,Иванов Иван Ивановна,09/27/2021,GRADUATED,3.47,2026,Менеджмент,DeanOffice
STU001234,Иванов Мария Сергеевич,2020-01-02,выпущен,3.87,2025,Юриспруденция,DeanOffice
STU002034,Лебедев Дмитрий Ивановна,2023-10-18,отчислен,4.54,2028,Математика,1C
STU001373,Соколов Егор Павловна,2021-09-04,выпущен,4.21,2027,Экономика,1C
STU000054,Петров Анна Иванович,04/24/2023,отчислен,,2029,Математика,DeanOffice
STU002023,Иванов Ольга Михайлович  ,18.06.2020,выпущен,"3,15",2024,Физика,LMS
STU001707,Попов Дмитрий Михайлович,10/16/2024,выпущен,5.00,2029,История,1C
STU001084,Кузнецов Михаил Павлович,2024,выпущен,"3,15",2030,История,1C
STU000593,Лебедев Сергей Дмитриевич,13.01.2020,отчислен,3.54,2026,Информатика,LMS
STU000060,Лебедев Иван Павлович,2023,в академе,"3,79",2028,Информатика,DeanOffice
STU001101,Соколов Дарья Павлович,04.01.2022,выпущен,"3,33",2028,Экономика,1C
STU000841,Петров Егор Михайловна,2024-08-15,выпущен,4.03,2029,Информатика,LMS
STU000856,Попов Мария Иванович,2024-06-08,выпущен,"3,85",2030,Информатика,LMS
STU001878,Смирнов Дмитрий Дмитриевич,07/25/2021,обучается,3.71,2026,Юриспруденция,1C
STU001650,Смирнов Мария Сергеевна,02.10.2024,выпущен,4.08,2028,История,LMS
STU002169,Соколов Мария Сергеевич,2021,graduated,3.63,2027,Менеджмент,DeanOffice
STU001715,Смирнов Алина Алексеевна,2024-06-10,академ,4.67,2030,Лингвистика,DeanOffice
STU002032,Соколов Елена Сергеевич,10.02.2024,отчислен,"3,18",2030,Математика,DeanOffice
