UID,StudentName,Admission,Current Status,Score,Graduation,Department,is_budget,notes
STU002340,Петров Анна Дмитриевич,05.06.2029,в академе,3.58,2034,История,yes,reimport
STU001653,Лебедев Мария Ивановна,2028,Учится,"5,00",2032,Экономика,yes,
 STU002311 ,Смирнов Павел Михайлович,2030,Учится,4.95,2034,Менеджмент,no,manual_fix
STU001840,Кузнецов Ольга Павлович,05/25/2026,Учится,4.02,2032,Математика,no,
STU002104,Петров Ольга Сергеевич,03/10/2030,обучается,3.05,2034,Экономика,yes,manual_fix
STU000838,Козлов Никита Павловна,2026,выпущен,3.88,2031,Лингвистика,yes,reimport
STU001800,Лебедев Мария Иванович,10/10/2029,обучается,3.50,2033,Информатика,no,
STU000699,Иванов Павел Дмитриевич,2025,выпущен,4.12,2031,Менеджмент,yes,
STU002346,Лебедев Егор Дмитриевна,05.12.2028,graduated,4.66,2033,Экономика,no,manual_fix
STU001731,Соколов Алина Иванович,10/23/2030,академ,"4,14",2034,Экономика,no,manual_fix
STU000818,Кузнецов Елена Дмитриевич,2025,обучается,4.12,2029,Математика,no,
STU000847,Соколов Татьяна Павловна,17.08.2027,Учится,3.62,2033,История,no,manual_fix
STU000138,Иванов Сергей Дмитриевна,2027-01-16,обучается,3.21,2031,Экономика,yes,manual_fix
,Иванов Алексей Сергеевна,10/16/2025,отчислен,5.00,2031,Экономика,no,
STU001757,Соколов Анна Иванович,19.04.2030,обучается,2.93,2034,История,yes,
STU000170,Лебедев Алексей Павловна,2030-03-21,ACTIVE,"3,33",2034,История,no,
STU000086,Попов Алексей Сергеевич,12/01/2027,выпущен,"5,00",2031,Менеджмент,yes,
STU001328,Петров Татьяна Михайлович,2026-06-11,выпущен,"3,46",2030,История,yes,
STU000207,Петров Мария Павлович,03/17/2025,отчислен,3.78,2031,Экономика,yes,
STU001166,Кузнецов Мария Павлович,01/24/2026,обучается,"3,15",2030,Физика,yes,
STU001417,Иванов Алексей Иванович,11/02/2026,выпущен,"4,53",2031,История,yes,reimport
STU000333,Кузнецов Мария Ивановна,09/20/2026,обучается,,2030,Физика,yes,manual_fix
STU001322,Попов Мария Павловна,10/16/2026,в академе,3.47,2031,Экономика,no,
STU001740,Кузнецов Ольга Иванович,23.08.2029,обучается,3.52,2034,Математика,no,reimport
STU000626,Иванов Татьяна Михайлович,2027-05-03,обучается,"3,48",2033,Информатика,no,manual_fix
STU000295,Кузнецов Иван Ивановна,16.09.2025,в академе,"4,00",2029,Лингвистика,no,manual_fix
STU001088,Попов Анна Ивановна,2029-05-10,обучается,"3,35",2034,Лингвистика,yes,manual_fix
STU000584,Соколов Алина Павловна,2030,обучается,4.48,2034,Физика,yes,
STU000906,Петров Алина Алексеевич,20.08.2029,Учится,,2033,Экономика,no,
STU002130,Иванов Ольга Сергеевич,22.09.2026,обучается,3.44,2031,Физика,no,
STU000517,Петров Алина Алексеевич,09/17/2028,обучается,3.83,2032,Физика,no,
STU001739,Смирнов Павел Алексеевич,2029-02-22,обучается,"3,50",2034,Юриспруденция,yes,reimport
STU001960,Смирнов Ольга Дмитриевна,25.02.2026,обучается,4.24,2030,Информатика,yes,
STU000212,Попов Михаил Михайлович,2030-10-28,suspended,3.21,2034,Менеджмент,yes,manual_fix
STU002012,Петров Михаил Алексеевна,2027-06-02,enrolled,3.29,2031,Физика,no,reimport
STU000778,Козлов Павел Михайловна,2025-10-19,enrolled,"3,31",2031,Физика,yes,reimport
STU002332,Соколов Дмитрий Сергеевич,2026,отчислен,,2030,Физика,no,
STU001854,Попов Павел Сергеевна,2025-04-25,Учится,"4,99",2029,Юриспруденция,yes,reimport
STU001267,Козлов Павел Михайловна,2028-09-22,выпущен,3.52,2033,История,no,
STU000197,Петров Анна Михайлович,04.09.2026,Учится,"4,13",2031,Юриспруденция,yes,
STU002011,Кузнецов Егор Павловна,09.11.2030,обучается,3.54,2034,История,yes,
STU001528,Козлов Дмитрий Сергеевич,2030,обучается,"4,03",2034,Математика,no,manual_fix
STU000525,Смирнов Анна Михайлович,2027,ACTIVE,3.91,2033,Экономика,yes,manual_fix
 STU002219 ,Соколов Егор Дмитриевна,22.02.2029,обучается,4.34,2033,Менеджмент,no,
STU001423,Кузнецов Никита Алексеевич,2025-09-04,обучается,3.05,2030,Информатика,yes,
STU001705,Лебедев Алексей Дмитриевна,02.03.2026,Учится,3.43,2031,Менеджмент,yes,reimport
STU000532,Козлов Павел Михайловна,2028-10-05,обучается,,2033,Физика,no,
STU000617,Иванов Алексей Дмитриевна,09/21/2027,отчислен,4.58,2032,Физика,no,reimport
STU000646,Козлов Михаил Алексеевич,04/05/2026,graduated,2.80,2031,Экономика,no,reimport
STU000014,Иванов Павел Ивановна,2025,обучается,3.44,2029,Математика,yes,manual_fix
STU001272,Петров Никита Сергеевич,2026-08-11,выпущен,3.66,2031,Лингвистика,no,
STU000090,Кузнецов Егор Иванович,2030-01-07,обучается,4.86,2034,Экономика,no,manual_fix
STU001007,Попов Мария Павлович,2025-03-20,обучается,3.77,2029,Экономика,no,reimport
STU000463,Попов Павел Иванович,06/08/2028,ACTIVE,4.87,2034,Математика,no,manual_fix
STU001740,Кузнецов Ольга Иванович,12/23/2029,Учится,3.33,2034,Математика,yes,reimport
STU001491,Петров Егор Михайловна,04.04.2026,академ,5.00,2032,Физика,no,
STU001703,Лебедев Татьяна Дмитриевна,2030-08-06,graduated,4.63,2034,Юриспруденция,no,reimport
STU001599,Кузнецов Анна Павлович,15.05.2030,отчислен,4.60,2034,Лингвистика,yes,reimport
STU001653,Лебедев Мария Ивановна,21.01.2028,обучается,4.74,2032,Физика,no,manual_fix
STU000082,Смирнов Егор Алексеевич,14.02.2028,ACTIVE,,2033,Лингвистика,no,reimport
,Иванов Сергей Алексеевна,15.08.2028,отчислен,3.31,2033,Юриспруденция,no,reimport
STU001088,Попов Анна Ивановна,2029,в академе,3.37,2034,Информатика,no,
STU000452,Соколов Алина Алексеевич,02/24/2025,обучается,"4,01",2030,Юриспруденция,no,
,Смирнов Мария Павлович,23.09.2028,обучается,,2032,Экономика,no,
STU000839,Кузнецов Алексей Иванович,01/01/2030,обучается,"3,87",2034,Экономика,no,
STU001611,Соколов Татьяна Алексеевна,21.11.2026,обучается,"4,84",2031,Менеджмент,no,
STU001066,Козлов Мария Дмитриевна,05.03.2028,академ,4.54,2033,Физика,no,
STU001871,Смирнов Елена Павлович,03/07/2028,обучается,"3,19",2033,Экономика,no,manual_fix
,Смирнов Иван Дмитриевич,2026-08-25,отчислен,3.72,2031,Менеджмент,no,
STU002382,Соколов Сергей Михайловна,03/15/2027,выпущен,,2032,Менеджмент,no,reimport
,Кузнецов Павел Павловна,2029-05-23,Учится,"3,20",2034,Физика,no,reimport
STU000615,Петров Алексей Дмитриевна,03/08/2027,обучается,4.51,2033,Экономика,no,
,Петров Елена Михайловна,11.04.2029,обучается,3.44,2034,Менеджмент,no,
STU002014,Смирнов Сергей Дмитриевич,2025-10-01,ACTIVE,4.17,2030,Юриспруденция,yes,
STU000729,Лебедев Ольга Алексеевич,2025-08-26,обучается,3.85,2031,Менеджмент,yes,manual_fix
STU000625,Смирнов Михаил Дмитриевич,23.07.2025,отчислен,"3,65",2031,История,no,manual_fix
STU000778,Козлов Павел Михайловна,2025-12-07,обучается,"3,54",2031,Информатика,no,
 STU002249 ,Лебедев Татьяна Ивановна,03/09/2027,выпущен,,2032,История,no,
,Лебедев Алексей Сергеевна,2026-08-03,ACTIVE,"4,00",2032,Экономика,no,manual_fix
STU001663,Соколов Михаил Сергеевна,22.03.2026,Учится,"3,47",2031,Лингвистика,yes,
STU001361,Иванов Сергей Алексеевич,10.11.2027,выпущен,"3,43",2032,Лингвистика,no,
STU000814,Попов Алина Павлович,14.04.2026,выпущен,4.15,2031,Экономика,no,reimport
,Лебедев Ольга Ивановна,02/16/2027,обучается,4.89,2033,История,no,reimport
STU000647,Козлов Елена Павлович,12/23/2030,suspended,"3,95",2034,Экономика,yes,manual_fix
STU001304,Соколов Сергей Алексеевич,2025,ACTIVE,3.19,2029,Лингвистика,no,
STU001015,Соколов Мария Павловна,2029-08-20,Учится,,2034,Физика,no,
STU001003,Смирнов Анна Сергеевна,2025,в академе,3.72,2030,Лингвистика,no,manual_fix
STU002035,Смирнов Анна Алексеевна,11/24/2028,обучается,4.23,2032,История,yes,
STU001080,Кузнецов Елена Сергеевна,2025-08-23,обучается,"3,23",2029,Менеджмент,no,
STU000776,Петров Павел Алексеевич,2026-07-05,выпущен,4.43,2032,Информатика,no,
STU000674,Лебедев Егор Павлович,26.12.2025,выпущен,3.04,2029,Экономика,no,manual_fix
STU001717,Козлов Анна Сергеевич,2027,обучается,"4,55",2033,Математика,yes,reimport
STU001890,Смирнов Ольга Сергеевич,20.11.2028,обучается,"3,32",2033,Математика,no,manual_fix
STU001882,Кузнецов Алексей Дмитриевич,26.09.2026,graduated,3.08,2031,История,no,manual_fix
STU000749,Кузнецов Виктория Ивановна,17.05.2025,выпущен,"3,25",2031,Экономика,no,manual_fix
STU001559,Кузнецов Анна Дмитриевна,2025,выпущен,"3,94",2029,История,no,reimport
STU001320,Кузнецов Дмитрий Алексеевич,2029,обучается,"3,76",2033,Менеджмент,yes,
STU002158,Иванов Егор Михайлович,2030,ACTIVE,"4,49",2034,Юриспруденция,no,manual_fix
STU001739,Смирнов Павел Алексеевич,2029,отчислен,3.42,2034,История,yes,manual_fix
STU002168,Иванов Егор Сергеевич,01.06.2027,обучается,4.12,2031,Информатика,yes,
STU000366,Попов Виктория Алексеевна,2030,отчислен,"3,52",2034,История,yes,manual_fix
STU001686,Смирнов Анна Дмитриевич,08.05.2029,ACTIVE,"4,16",2034,Экономика,yes,
STU001144,Кузнецов Егор Михайловна,24.02.2026,Учится,"3,95",2031,Физика,yes,
STU000902,Лебедев Елена Павловна,16.06.2028,Учится,3.53,2032,Информатика,no,
STU001269,Иванов Елена Алексеевна,2026-01-19,обучается,4.31,2030,Физика,no,reimport
STU000308,Лебедев Павел Дмитриевич,2026,ACTIVE,"3,06",2030,Информатика,no,manual_fix
STU002276,Иванов Павел Иванович,2027-10-13,отчислен,3.91,2032,Информатика,no,
STU000185,Иванов Иван Михайловна,10/12/2027,обучается,"4,24",2033,Физика,yes,
STU002243,Козлов Иван Ивановна,2030-08-22,академ,3.69,2034,История,yes,
 STU002112 ,Соколов Татьяна Ивановна,2025,выпущен,3.11,2030,Математика,no,
STU001648,Смирнов Виктория Павловна,11/15/2025,отчислен,"3,16",2030,История,no,
STU001428,Козлов Ольга Алексеевна,2030-10-01,в академе,"4,45",2034,Физика,yes,
STU000880,Иванов Сергей Алексеевна,09/12/2028,обучается,3.66,2033,Экономика,no,
STU000148,Попов Иван Павлович,2025,обучается,3.65,2031,Информатика,no,
STU000105,Петров Елена Ивановна,2028-03-02,ACTIVE,"3,69",2033,История,no,manual_fix
STU000744,Лебедев Ольга Михайлович,2030-12-05,ACTIVE,,2034,Менеджмент,no,
STU002338,Соколов Дмитрий Алексеевна,2025,обучается,3.97,2031,Математика,no,manual_fix
STU000517,Петров Алина Алексеевич,2028,Учится,"4,35",2032,Лингвистика,yes,manual_fix
STU001662,Петров Михаил Дмитриевна,2028-02-10,Учится,"4,68",2034,Менеджмент,yes,reimport
STU000076,Кузнецов Иван Павловна,05/16/2030,отчислен,"3,83",2034,Математика,no,
STU000590,Петров Алина Иванович,10/06/2026,ACTIVE,4.78,2032,Экономика,yes,
STU000280,Смирнов Павел Алексеевич,2026-09-01,отчислен,3.14,2032,История,no,manual_fix
STU000082,Смирнов Егор Алексеевич,2028,академ,4.41,2033,Лингвистика,no,
STU001328,Петров Татьяна Михайлович,08/22/2026,Учится,"3,28",2030,История,yes,reimport
STU000386,Попов Алексей Павловна,06.04.2025,ACTIVE,4.45,2031,Математика,no,reimport
STU000396,Козлов Павел Ивановна,06.01.2027,выпущен,,2033,Экономика,yes,reimport
,Петров Виктория Михайлович,27.08.2028,обучается,"3,86",2033,Лингвистика,yes,manual_fix
STU000859,Кузнецов Ольга Ивановна,08/14/2029,обучается,4.30,2034,Математика,no,reimport
STU001222,Кузнецов Дарья Сергеевич,2026-06-11,выпущен,3.79,2032,Математика,no,reimport
STU001919,Лебедев Алексей Алексеевич,04/10/2025,академ,"2,95",2030,Юриспруденция,yes,
STU000666,Лебедев Виктория Алексеевна,2025,академ,3.02,2030,Физика,no,
STU000329,Попов Сергей Михайловна,2027,graduated,4.40,2032,Информатика,yes,reimport
STU002012,Петров Михаил Алексеевна,07/01/2027,отчислен,"3,22",2031,Экономика,no,
STU000788,Петров Иван Алексеевна,01/11/2026,Учится,3.58,2031,Физика,no,reimport
STU000834,Петров Михаил Павловна,05.06.2029,обучается,4.23,2033,Экономика,no,manual_fix
STU002021,Петров Елена Михайловна,2029,graduated,3.57,2034,Информатика,no,
STU002214,Петров Виктория Михайловна,12/13/2030,обучается,4.45,2034,Физика,no,reimport
STU000855,Петров Павел Иванович,2025-07-08,Учится,4.76,2031,Экономика,no,reimport
STU000583,Иванов Алина Алексеевич,07.01.2029,Учится,"4,42",2033,Информатика,yes,reimport
STU001820,Петров Елена Сергеевна,2029-07-08,Учится,3.31,2034,Математика,yes,manual_fix
STU001253,Попов Ольга Сергеевна,07/22/2029,академ,"3,23",2033,Юриспруденция,yes,
STU001726,Соколов Павел Дмитриевич,2026,выпущен,"4,38",2031,Информатика,yes,reimport
STU001173,Соколов Алексей Михайлович,06.03.2029,graduated,4.07,2034,Экономика,yes,reimport
STU001929,Смирнов Мария Павловна,07/24/2027,Учится,5.00,2033,Экономика,yes,
STU001912,Лебедев Алексей Дмитриевич,10/05/2026,обучается,"3,16",2030,Физика,yes,reimport
STU000082,Смирнов Егор Алексеевич,2028,обучается,"4,64",2033,Физика,no,reimport
STU000625,Смирнов Михаил Дмитриевич,20.11.2025,обучается,3.46,2031,Информатика,yes,
STU000026,Лебедев Виктория Ивановна,2027,отчислен,4.52,2032,Физика,no,
STU001437,Козлов Татьяна Павловна,2030,suspended,"3,12",2034,Лингвистика,no,reimport
STU001595,Петров Егор Алексеевич,2025-12-22,выпущен,3.46,2029,История,no,
STU001698,Соколов Дмитрий Дмитриевич,2028-07-09,graduated,"4,03",2033,История,no,
STU000274,Попов Сергей Михайлович,11/10/2028,Учится,"4,14",2033,Менеджмент,no,
,Козлов Дмитрий Михайловна,2030,выпущен,4.62,2034,Математика,no,manual_fix
STU001028,Кузнецов Михаил Ивановна,12/21/2027,Учится,"3,27",2031,Математика,yes,manual_fix
STU001112,Кузнецов Сергей Дмитриевна,13.08.2030,в академе,"4,39",2034,Информатика,no,
STU002144,Попов Дарья Сергеевна,13.03.2028,обучается,"3,59",2032,Менеджмент,yes,manual_fix
STU001563,Попов Алина Иванович,2029-03-11,ACTIVE,3.11,2034,Физика,yes,
STU000464,Кузнецов Дарья Дмитриевна,2028,обучается,4.63,2033,Юриспруденция,yes,
STU001156,Смирнов Никита Михайлович,2029,Учится,4.91,2034,Лингвистика,no,
STU001088,Попов Анна Ивановна,2029-06-24,Учится,3.41,2034,Математика,yes,
 STU001491 ,Петров Егор Михайловна,2026-03-22,выпущен,5.00,2032,История,no,reimport
STU001283,Попов Михаил Павловна,2030-04-04,ACTIVE,4.42,2034,Математика,yes,reimport
STU001946,Смирнов Павел Павлович,2025,обучается,3.79,2030,Математика,yes,
STU000094,Петров Никита Дмитриевна,2029-12-02,ACTIVE,3.30,2033,Лингвистика,yes,
STU001485,Кузнецов Виктория Алексеевич,11.12.2029,академ,4.39,2033,Экономика,no,reimport
STU002378,Соколов Дмитрий Павловна,05/10/2029,академ,3.89,2034,Менеджмент,no,
,Смирнов Ольга Дмитриевна,2025-03-27,Учится,"4,21",2029,Математика,no,
STU001356,Козлов Ольга Сергеевич,2028,в академе,3.42,2033,Физика,yes,manual_fix
,Петров Павел Алексеевич,25.10.2029,академ,4.57,2034,Юриспруденция,no,reimport
STU000148,Попов Иван Павлович,15.11.2025,Учится,3.83,2031,Юриспруденция,yes,manual_fix
STU000496,Петров Дарья Михайловна,03/26/2029,Учится,3.89,2034,Юриспруденция,yes,
STU001517,Иванов Дарья Михайлович,24.03.2028,ACTIVE,4.03,2032,Менеджмент,no,
STU000769,Смирнов Михаил Алексеевич,28.02.2027,выпущен,3.91,2033,Менеджмент,no,
STU000834,Петров Михаил Павловна,2029-07-11,Учится,,2033,Менеджмент,yes,
,Лебедев Мария Ивановна,2028-03-04,выпущен,"4,72",2032,Юриспруденция,yes,reimport
STU001020,Кузнецов Анна Павловна,2027-05-11,обучается,3.77,2032,Юриспруденция,yes,
STU001465,Иванов Сергей Дмитриевич,2025-12-01,академ,"3,37",2030,Математика,no,manual_fix
STU001254,Кузнецов Виктория Сергеевна,01/03/2030,обучается,"4,38",2034,Лингвистика,yes,
 STU002146 ,Петров Сергей Дмитриевна,08/22/2025,отчислен,3.87,2031,Юриспруденция,no,manual_fix
STU000799,Кузнецов Михаил Дмитриевич,09/09/2029,обучается,3.92,2034,Информатика,no,
STU001888,Кузнецов Татьяна Дмитриевич,2030-09-06,отчислен,,2034,Экономика,yes,
STU001130,Кузнецов Павел Дмитриевна,04.05.2025,обучается,4.75,2031,Лингвистика,no,reimport
,Кузнецов Татьяна Михайлович,2026-12-25,Учится,,2032,Физика,no,reimport
STU002359,Иванов Татьяна Алексеевна,2028,обучается,"3,43",2034,Юриспруденция,yes,
STU000727,Лебедев Егор Дмитриевна,10/02/2029,ACTIVE,4.00,2034,История,no,
,Смирнов Павел Дмитриевна,2026-12-20,enrolled,"3,33",2030,Юриспруденция,yes,
STU000655,Соколов Ольга Алексеевна,2026,выпущен,4.81,2032,Информатика,no,manual_fix
STU000136,Попов Алина Ивановна,26.07.2030,обучается,4.77,2034,Юриспруденция,yes,
STU001866,Петров Дмитрий Михайловна,10.07.2028,обучается,"4,88",2033,Физика,yes,reimport
STU001189,Петров Дмитрий Ивановна,05.12.2028,Учится,"3,69",2032,Физика,no,
STU000614,Кузнецов Алина Дмитриевна,2028,обучается,4.33,2033,История,no,reimport
STU000537,Иванов Алексей Сергеевич,02.01.2029,академ,"4,40",2034,Физика,no,
STU000577,Иванов Мария Алексеевна,2026,академ,4.67,2030,Информатика,yes,manual_fix
STU000899,Попов Татьяна Ивановна,04.07.2028,обучается,,2034,Юриспруденция,no,reimport
STU002387,Козлов Михаил Сергеевна,2025-04-20,обучается,4.02,2029,История,no,manual_fix
STU002210,Попов Мария Михайловна,2027,Учится,4.01,2031,Информатика,yes,
STU001073,Лебедев Елена Дмитриевич,19.04.2026,ACTIVE,3.19,2030,История,no,manual_fix
 STU000001 ,Козлов Мария Алексеевна,2028,обучается,4.57,2034,Экономика,yes,
STU001361,Иванов Сергей Алексеевич,2027-06-13,обучается,3.25,2032,Менеджмент,no,manual_fix
STU000517,Петров Алина Алексеевич,2028,Учится,"3,93",2032,Экономика,no,reimport
,Петров Иван Ивановна,04/09/2029,в академе,"4,58",2034,Информатика,no,
STU001613,Кузнецов Михаил Алексеевна,2027,выпущен,4.67,2033,Лингвистика,yes,
STU002148,Козлов Алексей Иванович,03/14/2026,обучается,3.89,2032,Информатика,no,manual_fix
STU001681,Соколов Анна Павловна,07/14/2025,Учится,3.44,2030,История,no,reimport
STU002322,Соколов Михаил Алексеевна,25.02.2025,выпущен,5.00,2030,Физика,yes,
STU001206,Кузнецов Алина Павловна,03/04/2027,выпущен,"3,63",2031,Юриспруденция,yes,manual_fix
STU001815,Попов Михаил Ивановна,05/03/2027,обучается,4.53,2031,Лингвистика,no,manual_fix
STU000183,Соколов Павел Сергеевна,20.07.2025,обучается,4.92,2030,Математика,yes,
STU000061,Лебедев Анна Михайлович,2026-02-23,академ,3.82,2031,Лингвистика,no,reimport
STU000617,Иванов Алексей Дмитриевна,18.08.2027,выпущен,"4,04",2032,Физика,yes,
STU001706,Попов Михаил Ивановна,2029,обучается,"3,55",2033,Менеджмент,no,
STU002279,Соколов Дмитрий Иванович,10/16/2025,обучается,3.46,2031,История,yes,manual_fix
STU001964,Соколов Ольга Сергеевна,01/14/2029,выпущен,4.87,2034,Экономика,no,reimport
STU000193,Козлов Павел Михайлович,2029-01-22,suspended,2.94,2034,Лингвистика,no,reimport
STU001757,Соколов Анна Иванович,15.08.2030,обучается,"3,62",2034,Юриспруденция,no,
STU001984,Лебедев Дмитрий Дмитриевич,2029-11-27,ACTIVE,"3,90",2033,Математика,yes,
STU001739,Смирнов Павел Алексеевич,12/25/2029,обучается,3.27,2034,История,no,
STU000122,Козлов Анна Алексеевна,2025-03-23,отчислен,4.42,2029,Математика,no,
STU000784,Попов Егор Михайлович,2030-09-19,обучается,"3,90",2034,История,no,reimport
STU001459,Петров Татьяна Павловна,2028,обучается,3.25,2033,Физика,no,
STU001571,Иванов Мария Сергеевич,05.05.2027,ACTIVE,"4,00",2033,Менеджмент,yes,
STU000137,Иванов Егор Михайлович,17.12.2025,обучается,,2031,Физика,yes,reimport
STU001087,Попов Егор Ивановна,2027,выпущен,2.90,2032,Физика,yes,
STU001198,Кузнецов Михаил Дмитриевич,2027,Учится,3.01,2031,Информатика,no,
STU002000,Кузнецов Виктория Михайловна,2029-06-03,в академе,"4,10",2034,Экономика,no,manual_fix
STU001662,Петров Михаил Дмитриевна,2028-06-07,Учится,4.81,2034,Менеджмент,no,reimport
STU001626,Иванов Анна Дмитриевич,17.08.2028,обучается,3.67,2034,Менеджмент,no,
STU002391,Козлов Сергей Иванович,2027,выпущен,5.00,2032,Менеджмент,yes,
STU000885,Соколов Егор Павловна,2027-04-05,обучается,3.75,2031,Юриспруденция,yes,
STU001985,Иванов Алина Павловна,2028,академ,3.53,2034,Юриспруденция,yes,manual_fix
STU001854,Попов Павел Сергеевна,2025-03-05,выпущен,4.78,2029,История,yes,reimport
STU000861,Иванов Алина Иванович,2030-03-10,обучается,"3,08",2034,Физика,yes,reimport
STU001192,Попов Виктория Павлович,2030,обучается,3.34,2034,Менеджмент,no,
STU002173,Попов Иван Сергеевич,07.01.2027,Учится,3.72,2032,Юриспруденция,yes,reimport
STU000810,Кузнецов Михаил Алексеевич,2025,выпущен,4.88,2029,Информатика,yes,
STU000951,Кузнецов Дарья Алексеевна,2027-03-23,академ,4.25,2032,История,yes,reimport
STU000359,Козлов Дарья Сергеевич,2025,ACTIVE,3.51,2029,Математика,no,reimport
STU001521,Лебедев Алексей Сергеевна,12/17/2026,ACTIVE,"4,02",2032,Математика,yes,
STU000258,Кузнецов Михаил Павлович,2030-11-13,suspended,"4,23",2034,Экономика,yes,
,Кузнецов Виктория Павловна,07/21/2025,отчислен,2.98,2029,Лингвистика,no,manual_fix
STU000573,Попов Дмитрий Павлович,2029,ACTIVE,4.95,2033,Информатика,no,
STU001461,Смирнов Виктория Павловна,2026,отчислен,"3,74",2030,Математика,yes,
STU002263,Попов Анна Иванович,2026-11-03,в академе,"4,27",2031,Юриспруденция,no,manual_fix
STU001891,Кузнецов Анна Алексеевич,06/24/2029,graduated,"3,79",2034,Физика,no,reimport
STU001320,Кузнецов Дмитрий Алексеевич,2029,выпущен,3.19,2033,Лингвистика,yes,reimport
STU001371,Кузнецов Мария Михайлович,2025-06-12,обучается,4.57,2031,Физика,yes,manual_fix
STU001931,Козлов Егор Ивановна,2030-04-18,Учится,"4,72",2034,Юриспруденция,yes,manual_fix
STU001102,Попов Павел Сергеевич,2029,в академе,,2033,Информатика,no,
STU000616,Соколов Виктория Алексеевна,03/25/2030,ACTIVE,4.48,2034,Физика,no,manual_fix
STU002110,Соколов Павел Михайлович,2028,обучается,5.00,2032,Юриспруденция,no,reimport
STU002075,Кузнецов Виктория Павловна,12/13/2028,обучается,3.59,2032,Лингвистика,no,reimport
STU000894,Соколов Иван Михайлович,2026-04-15,graduated,"4,03",2030,История,no,
STU000097,Козлов Дмитрий Алексеевич,13.11.2025,обучается,4.61,2030,Лингвистика,no,reimport
STU001493,Кузнецов Дмитрий Павловна,2025,обучается,"3,80",2030,Экономика,yes,
STU001866,Петров Дмитрий Михайловна,01/08/2028,обучается,4.87,2033,Экономика,no,
STU002243,Козлов Иван Ивановна,2030-12-22,graduated,3.46,2034,Информатика,yes,reimport
 STU000590 ,Петров Алина Иванович,2026-12-01,graduated,4.47,2032,Лингвистика,yes,
STU000494,Попов Елена Михайловна,2029,Учится,,2034,Менеджмент,no,
STU001809,Иванов Михаил Дмитриевна,2029-08-03,отчислен,3.38,2033,Математика,yes,reimport
STU001014,Попов Михаил Михайловна,2029,обучается,4.44,2033,Физика,yes,reimport
STU000851,Попов Анна Михайлович,07.06.2027,отчислен,,2033,Лингвистика,yes,manual_fix
STU001582,Козлов Елена Дмитриевич,2025,ACTIVE,4.60,2031,Информатика,yes,
STU000238,Петров Дарья Михайловна,2025,Учится,4.03,2031,Физика,yes,
,Козлов Сергей Дмитриевна,24.05.2029,обучается,4.84,2034,Информатика,yes,
STU001511,Соколов Алина Михайлович,2027,suspended,"3,58",2031,Информатика,no,manual_fix
STU002057,Смирнов Павел Дмитриевна,17.12.2026,выпущен,3.19,2030,Математика,no,
STU000448,Смирнов Иван Ивановна,2027,выпущен,3.51,2032,Математика,no,reimport
 STU000667 ,Кузнецов Егор Алексеевич,2026-01-20,выпущен,"4,19",2032,Менеджмент,no,
STU001285,Попов Анна Павлович,2025-03-14,graduated,"4,26",2030,Менеджмент,no,
STU001928,Соколов Иван Михайловна,2026-12-20,Учится,4.20,2030,Математика,no,manual_fix
STU000067,Лебедев Павел Ивановна,02/13/2025,выпущен,"4,61",2030,Информатика,no,reimport
STU000453,Кузнецов Иван Михайлович,09/06/2025,выпущен,4.54,2030,Экономика,yes,
STU000966,Соколов Дарья Сергеевич,2027,отчислен,"3,41",2031,Математика,no,
STU002108,Козлов Дарья Сергеевич,10/28/2028,обучается,3.83,2034,Информатика,yes,manual_fix
STU001092,Кузнецов Татьяна Сергеевич,01.02.2026,обучается,,2031,Экономика,yes,reimport
STU002378,Соколов Дмитрий Павловна,2029,академ,,2034,Математика,yes,
,Лебедев Ольга Сергеевич,22.11.2030,обучается,,2034,Экономика,no,manual_fix
STU001488,Соколов Сергей Иванович,27.08.2030,Учится,"4,39",2034,Информатика,yes,
STU000181,Иванов Никита Павлович,2029,обучается,4.28,2034,Юриспруденция,yes,manual_fix
STU001656,Петров Егор Дмитриевич,2028-12-23,graduated,"4,54",2033,Физика,yes,reimport
STU002029,Соколов Мария Дмитриевна,21.05.2029,обучается,3.10,2033,Физика,yes,reimport
,Соколов Алина Михайловна,2026,отчислен,4.16,2031,Физика,yes,reimport
STU001429,Лебедев Анна Сергеевна,06/09/2027,suspended,4.00,2031,Физика,yes,reimport
STU001494,Петров Виктория Алексеевна,09.07.2030,в академе,3.54,2034,Физика,no,reimport
STU002273,Кузнецов Татьяна Михайлович,2026,отчислен,"2,85",2032,Информатика,no,manual_fix
STU000665,Попов Никита Ивановна,2029-03-21,в академе,,2034,Физика,no,manual_fix
STU001840,Кузнецов Ольга Павлович,2026,обучается,4.08,2032,Физика,yes,
STU001095,Иванов Иван Иванович,2028,в академе,"3,75",2033,Математика,yes,
STU000632,Попов Егор Сергеевна,07.11.2029,в академе,,2033,Математика,no,
STU001434,Петров Алексей Алексеевич,2026,выпущен,"4,47",2030,История,yes,
STU001620,Петров Дарья Дмитриевич,19.12.2025,в академе,4.02,2031,Юриспруденция,yes,reimport
STU001175,Козлов Алексей Дмитриевна,07.01.2027,ACTIVE,4.09,2032,Юриспруденция,yes,
STU001896,Соколов Виктория Дмитриевна,02.03.2029,Учится,4.40,2033,Информатика,no,
STU000308,Лебедев Павел Дмитриевич,2026-07-09,выпущен,"3,21",2030,Физика,no,
STU001189,Петров Дмитрий Ивановна,2028,академ,3.46,2032,Экономика,yes,
